Student ID,Sex,Campus Name,Major,Student Status,Admission Year,Graduate Year,Expected Graduate Year,Secondary School GPA,GAT Scores,AAT Score,School Name,Student GPA,Last Semester GPA,Math Score,CS Score,English Score,Admission Score,Grade
100583,Female,Main Campus,CS,regular,2019,2025,2025,79.97,89,82,School C,2.34,2.17,54,62,54,53,C
100584,Female,Main Campus,CNET,discontinuous,2021,2024,2026,94.23,78,71,School B,4.55,4,98,83,99,100,A
100585,Male,Main Campus,CNET,graduate,2021,2024,2026,73.05,68,56,School D,2.86,2.6,81,91,81,64,C
100586,Female,West Campus,IT,discontinuous,2017,2021,2021,92.09,74,55,School D,4.08,3.66,81,89,81,87,A
100587,Male,North Campus,CNET,graduate,2019,2023,2023,84.71,51,76,School D,3.26,2.89,77,51,77,68,B
100588,Female,North Campus,CS,regular,2016,2021,2021,65.57,70,81,School C,2.05,1.68,70,59,70,56,C
,Male,Main Campus,CS,discontinuous,2016,2019,,76.37,74,61,School D,1.17,0.82,62,64,62,40,D
100590,Male,West Campus,CS,regular,2018,2023,2023,78.45,56,94,School A,2.41,2.05,35,35,35,61,C
100591,Female,Main Campus,CS,discontinuous,2022,2028,2027,70.29,50,89,School A,1.81,1.95,35,37,35,44,D
100592,Male,West Campus,IT,graduate,2020,2025,2025,60.79,83,63,School B,3.89,3.57,90,99,90,82,B
100593,Female,Main Campus,CS,discontinuous,2021,2025,2025,73.03,62,94,School B,4.57,4,67,91,,93,
100594,Female,North Campus,IT,discontinuous,2015,2018,2018,92.77,91,74,School B,4.75,4,84,81,84,93,A
100595,Female,Main Campus,CNET,graduate,2015,2020,2018,68.63,93,58,School A,1.91,1.88,35,35,35,36,D
100596,Male,Main Campus,CNET,regular,2021,2025,2027,73.69,55,77,School B,2.19,2.36,87,89,87,63,C
100597,Male,Main Campus,IT,discontinuous,2018,2023,2021,68.91,72,91,School D,4.32,3.99,71,,71,99,A
100598,Female,West Campus,CS,discontinuous,2019,2024,2024,98.47,52,60,School D,2.27,1.96,41,78,41,60,C
100599,Female,Main Campus,CNET,graduate,2022,2026,2027,64.37,71,97,School A,1.7,1.24,39,53,39,44,D
100600,Male,North Campus,CS,discontinuous,2017,2022,2020,89.14,87,72,School A,4.18,3.85,72,75,72,87,A
100601,Female,Main Campus,CS,graduate,2021,2025,,93.28,63,86,School C,4.34,4,98,99,99,93,A
100602,Female,Main Campus,IT,regular,2015,2019,2020,62.42,67,64,School D,2.03,1.71,62,35,,56,C
100603,Female,West Campus,IT,graduate,2020,2024,2025,67.47,55,95,School B,4.14,3.73,76,59,76,85,A
100604,Male,North Campus,CNET,discontinuous,2022,2028,2026,72.36,81,97,School C,4.07,3.69,98,78,99,82,A
100605,Male,West Campus,CNET,discontinuous,2018,2021,2021,82.86,87,78,School D,2.89,2.85,53,40,53,55,C
100606,,North Campus,CNET,discontinuous,2020,2026,2025,62.65,51,54,School A,2.36,2.07,39,35,39,56,C
100607,Female,Main Campus,CS,graduate,2022,2028,2028,79.35,96,84,School C,2.37,2.23,61,73,61,64,C
100608,Female,Main Campus,CNET,discontinuous,2018,2021,2024,69.78,61,53,School B,2.16,2.16,35,41,35,59,C
100609,Female,West Campus,IT,graduate,2018,2024,2022,88.21,78,94,School C,2.1,2.29,78,79,78,62,C
100610,Male,Main Campus,CS,regular,2015,2021,2021,69.02,96,76,School A,4.59,4,98,99,99,99,A
100611,Female,West Campus,CNET,discontinuous,2018,2023,2024,82.9,71,85,School C,3.88,4,78,67,78,79,B
100612,Female,Main Campus,CS,graduate,2016,2021,2021,96.68,88,67,School D,1.08,1.21,56,35,56,41,D
100613,Female,Main Campus,IT,discontinuous,2016,2022,2019,96.21,54,67,School B,4.14,3.72,98,68,99,83,A
100614,Female,West Campus,CS,discontinuous,2022,2027,2026,98.67,65,92,School A,1.2,1.57,35,71,35,43,D
100615,Male,West Campus,IT,regular,2016,2020,2020,98.09,69,87,School A,3.45,3.87,51,82,51,70,B
100616,Male,West Campus,CS,regular,2022,2025,2028,63,95,96,School D,1.28,0.84,35,35,35,35,D
100617,Female,West Campus,IT,discontinuous,2019,2023,2023,63.22,88,50,School C,1.81,1.59,39,38,39,44,D
100618,Male,North Campus,CS,graduate,2019,2023,2022,92.22,97,76,School D,3.07,3.38,65,59,65,70,B
100619,Male,North Campus,CS,regular,2020,2026,2026,95.39,54,83,School A,4.08,4,97,80,97,80,A
100620,Female,Main Campus,CNET,discontinuous,2020,2024,2024,67.76,69,70,School A,3.06,2.74,56,39,56,66,B
100621,Female,West Campus,CNET,discontinuous,2020,2023,2024,67.86,78,64,School B,3.27,2.98,74,79,74,66,B
100622,Male,Main Campus,CS,regular,2021,2026,2027,98.98,80,52,School B,1.73,1.6,45,35,45,40,D
100623,Female,West Campus,CS,graduate,2018,2022,2023,69.41,50,54,School A,3.79,3.77,84,53,84,82,B
100624,Male,West Campus,IT,graduate,2017,2022,2020,82.92,100,54,School A,3.17,3.29,71,97,71,72,B
100625,Female,Main Campus,CNET,discontinuous,2017,,2021,85.58,,53,School D,2.78,2.65,,42,57,51,C
100626,Male,North Campus,CS,discontinuous,2020,2024,2026,81.53,52,99,School C,4.5,4,53,81,53,61,A
100627,Female,Main Campus,CNET,regular,2017,2022,2022,67.53,97,78,School A,3.72,3.97,98,99,99,88,B
100628,Male,Main Campus,IT,discontinuous,2017,2020,2022,72.33,86,95,School B,3.78,3.32,63,90,63,84,B
100629,Male,North Campus,CS,discontinuous,2020,2024,2023,68.84,51,78,School B,3.76,3.51,98,56,99,79,B
100630,Male,Main Campus,CNET,graduate,2020,2025,2025,86.76,91,90,School C,2.16,2.37,35,35,35,59,C
100631,Female,Main Campus,IT,graduate,2020,2023,2025,90.73,50,68,School B,2.87,3.27,67,45,67,62,C
100632,Male,West Campus,CNET,discontinuous,2018,2022,2023,79.86,50,97,School D,2.5,2.51,52,74,52,,C
100633,Male,West Campus,CNET,discontinuous,2020,2023,2025,93.18,66,67,School D,1.47,1.5,59,62,59,38,D
100634,Female,North Campus,CNET,regular,2018,2022,2021,60.61,61,61,School A,2.89,2.5,61,35,61,61,C
100635,Female,West Campus,IT,graduate,,2022,2020,87.86,82,89,School C,2.5,2.45,39,79,39,60,C
100636,Male,Main Campus,CS,discontinuous,2016,2020,2019,66,64,88,School D,2.6,2.63,80,38,80,53,C
100637,Male,North Campus,CNET,discontinuous,2017,2023,2020,62.43,96,78,School A,2.3,2.04,39,75,39,51,C
100638,Female,North Campus,CS,graduate,2022,2027,2028,66.99,83,94,School C,3.89,3.66,98,65,99,77,B
100639,Female,West Campus,CNET,discontinuous,2017,2023,2020,60.04,50,51,School B,4,3.88,76,95,76,75,A
100640,Female,Main Campus,CS,discontinuous,2019,2024,2024,91.04,87,90,School B,3.73,3.25,46,63,46,76,B
100641,Female,North Campus,IT,regular,2018,2021,2023,63.04,50,56,School B,3.83,3.65,98,99,99,84,B
,Female,Main Campus,CNET,regular,2018,2021,2024,64.12,88,97,School D,3.12,2.83,48,59,48,74,
100643,Male,Main Campus,CS,graduate,2018,2023,2021,67.89,50,63,School A,3.01,,87,50,87,73,B
100644,Female,Main Campus,CS,discontinuous,2022,2025,2027,86.16,73,76,School C,2.48,2.1,35,86,35,57,C
100645,Male,Main Campus,CS,discontinuous,2018,2022,2022,70.89,74,68,School B,3.98,4,71,88,71,86,B
100646,Male,Main Campus,CNET,regular,2015,2018,2020,78.32,70,79,School C,3.89,3.98,74,99,74,81,B
100647,Male,North Campus,CNET,graduate,2020,2025,2026,93.9,91,51,School C,4.43,4,82,78,82,97,A
100648,Female,North Campus,IT,graduate,2017,2023,2021,85.27,100,78,School C,4.03,4,98,99,99,77,A
100649,Male,West Campus,IT,regular,2016,2019,2020,68.06,78,78,School B,3.77,3.77,53,62,53,82,B
100650,Male,Main Campus,CNET,discontinuous,2017,2021,2022,64.36,62,55,School D,3.31,2.9,86,42,86,68,B
100651,Female,West Campus,IT,graduate,2019,2022,2023,98.56,61,51,School B,3.46,3.5,71,70,71,74,B
100652,Male,West Campus,IT,graduate,2017,2023,2020,72.47,97,74,School C,4.38,4,96,76,96,95,A
100653,Male,Main Campus,IT,graduate,2022,2026,2027,63.7,77,71,School C,4.08,4,80,70,80,84,A
100654,Female,Main Campus,CS,regular,2020,2023,2026,90.23,68,90,School B,4.68,4,85,71,85,96,
100655,Male,Main Campus,CNET,regular,2021,2025,2027,89.05,59,57,School B,4.33,3.96,85,94,85,92,A
100656,Male,North Campus,IT,graduate,2021,2026,2027,70.97,86,50,School C,3.01,2.79,48,41,48,67,B
100657,Male,Main Campus,CS,graduate,2020,2023,2024,77.55,100,84,School A,2.88,2.74,69,76,69,50,C
100658,Female,West Campus,CS,regular,2021,2024,2026,87.11,93,68,School C,3.8,3.95,86,79,86,82,B
100659,Female,West Campus,CS,discontinuous,2021,2025,2027,86.86,93,81,School D,1.82,1.89,73,35,73,44,D
100660,Female,Main Campus,CS,graduate,2018,2022,2024,74.98,88,55,School C,3.34,3.2,74,46,74,72,B
100661,Male,West Campus,CS,discontinuous,2022,2025,2027,98.01,87,92,School D,2.24,2.73,55,76,55,53,C
100662,Male,North Campus,IT,discontinuous,2019,2023,2023,71.5,84,55,School D,3.08,3.19,90,95,90,70,B
100663,Female,North Campus,CNET,graduate,2016,2021,2021,73.92,60,51,School D,4.55,4,98,99,99,,A
100664,Male,West Campus,CNET,regular,2020,2024,2026,69.51,69,50,School B,4.5,4,98,99,99,97,A
100665,Male,North Campus,CNET,graduate,2015,2021,2021,89.79,57,92,School A,4.05,3.7,61,99,61,80,A
100666,Female,Main Campus,CNET,graduate,2017,2020,2021,89.92,90,54,School A,1.9,1.65,35,54,35,37,D
100667,Female,North Campus,CS,graduate,2019,2025,2024,96.09,62,51,School A,4.5,4,69,99,69,99,A
100668,Male,West Campus,IT,regular,2021,2027,2025,97.71,64,89,School A,1.27,0.96,44,35,44,42,D
100669,Male,Main Campus,CNET,regular,2019,,2023,87.69,65,68,School A,4.14,3.93,94,76,94,85,A
100670,Male,North Campus,CNET,regular,2018,2024,2021,81.29,65,77,School A,4.72,4,98,99,99,126,A
100671,Female,Main Campus,CS,regular,2018,2023,2022,81,57,94,School B,3.56,3.96,85,99,85,73,B
100672,Female,North Campus,CS,discontinuous,2016,2021,2020,89.82,88,95,School C,,0.08,98,65,99,94,E
100673,Female,West Campus,IT,graduate,2022,2028,2028,78.54,55,65,School D,2.69,2.71,60,61,60,62,C
100674,Female,North Campus,CS,regular,2018,2023,2024,81.75,50,54,School D,4,3.91,70,99,70,88,A
100675,Male,Main Campus,CS,regular,2018,2024,2021,87.47,89,83,School B,3.19,3.67,52,79,52,71,B
100676,Female,North Campus,IT,graduate,2016,2020,2022,94.72,57,65,School C,1.99,1.6,43,35,43,43,D
100677,Female,West Campus,CS,graduate,2017,2021,2023,96.56,69,97,School B,4.32,4,98,92,99,90,A
100678,Female,Main Campus,IT,graduate,2015,2020,2019,60.09,53,74,School D,4.38,4,64,75,64,93,A
100679,Female,Main Campus,CS,regular,2016,2021,2021,99.38,53,95,School A,1.89,2.26,56,35,56,36,D
100680,Female,West Campus,CNET,discontinuous,2015,2020,2020,73.65,81,70,School D,4.33,4,98,99,99,95,A
100681,Male,Main Campus,CS,regular,2017,2021,2020,68.36,76,72,School A,4.74,4,96,68,96,92,A
100682,Male,Main Campus,CNET,regular,2019,2023,2023,74.69,67,63,School D,4.66,4,86,78,86,94,A
100683,Female,Main Campus,CNET,graduate,2017,2023,2021,92.63,59,76,School D,3.02,3.19,60,66,60,74,B
100684,Male,Main Campus,IT,regular,2015,2019,2021,62.99,97,84,School D,3.26,3.69,65,53,65,70,B
100685,Female,North Campus,CS,discontinuous,2015,2021,2020,99.2,52,91,School D,3.45,3.51,48,63,48,71,B
100686,Female,Main Campus,IT,graduate,2017,2020,2023,80.13,66,68,School A,2.52,2.59,50,40,50,52,C
100687,Male,Main Campus,CS,regular,2016,2020,2022,91.69,82,83,School B,4.77,4,92,99,92,97,A
100688,Male,Main Campus,IT,graduate,2015,2020,2020,61.73,72,74,School B,2.78,3.05,35,54,35,56,C
100689,Female,Main Campus,CNET,regular,2021,2024,2026,78.89,95,51,School B,2.3,1.99,40,70,40,45,C
100690,Female,Main Campus,IT,discontinuous,2021,2026,2025,92.16,57,94,School B,4.34,4,95,81,95,92,A
100691,Female,North Campus,CS,graduate,2022,2028,2027,86.95,59,76,School C,4.77,4,98,89,99,91,A
100692,Male,West Campus,CNET,regular,2021,2026,2025,90.94,66,62,School C,1.52,1.53,48,35,48,38,D
100693,Female,Main Campus,IT,regular,2017,2020,2022,83.01,53,74,School C,1.07,0.81,35,35,35,41,D
100694,Female,West Campus,IT,regular,2018,2023,2022,63.59,81,84,School D,4.71,4,68,74,68,95,A
100695,Female,Main Campus,CNET,regular,2018,,2021,82.02,73,82,School B,4.13,4,98,98,99,88,A
100696,Male,West Campus,CS,regular,2017,2023,2023,84.77,58,99,School C,1.64,1.43,57,61,57,35,D
100697,Female,Main Campus,CNET,discontinuous,2021,2027,2027,88.96,99,98,School B,3.92,4,98,66,99,89,B
100698,Female,North Campus,CS,discontinuous,2017,2023,2021,73.3,93,66,School B,1.66,1.31,51,35,51,37,D
100699,Male,Main Campus,CS,discontinuous,2020,2026,2026,93.99,56,77,School A,3.42,3.4,52,70,52,72,B
100700,Female,North Campus,IT,graduate,2017,2021,2020,82.34,66,56,School C,1.89,1.92,35,35,35,35,D
100701,Female,Main Campus,CNET,graduate,2018,2022,2023,92.01,82,87,School A,3.57,3.12,97,58,97,72,B
100702,Male,Main Campus,CNET,regular,2017,2022,2020,76.48,96,68,School C,2.46,2.3,68,35,68,63,C
100703,Female,North Campus,CNET,regular,2018,2021,2022,98.48,78,98,School A,1.8,1.43,35,35,35,39,D
100704,Male,North Campus,IT,discontinuous,2020,2025,2026,71.87,66,68,School A,2.87,2.43,45,82,45,55,C
,Male,Main Campus,CS,discontinuous,2016,2021,2022,98.53,56,71,School D,0.5,0.99,98,55,99,81,E
100706,Female,North Campus,CS,graduate,2016,2019,2021,84.49,75,51,School C,3.01,2.83,74,66,74,69,B
100707,Female,North Campus,CS,discontinuous,2018,2024,2022,80.57,84,79,,1.87,2.18,35,45,35,35,D
100708,Female,North Campus,IT,regular,2017,2023,2021,65.58,98,74,School D,2.18,1.93,52,35,52,46,C
100709,Female,North Campus,CNET,regular,2015,2019,2020,89.78,97,99,School A,4.32,4,72,81,72,94,A
100710,Male,West Campus,CS,regular,,2019,2019,91.53,81,67,School C,2.14,2.4,54,56,54,61,C
100711,Female,North Campus,IT,discontinuous,2015,2018,2018,64.42,68,78,School B,4.49,4,94,79,94,90,A
100712,Male,North Campus,CS,regular,2018,2022,2021,80.9,53,100,School B,2.2,2.17,75,67,75,57,C
100713,Female,Main Campus,CS,regular,2016,2022,2021,66.3,50,50,School A,2.27,2.18,63,77,63,59,C
100714,Female,North Campus,IT,regular,2021,2025,2026,86.98,60,59,School C,2.88,2.73,72,51,72,55,C
100715,Female,Main Campus,CS,regular,2021,2027,2027,91.61,68,79,School B,4.65,4,98,99,99,95,A
100716,Male,North Campus,CNET,discontinuous,2015,2021,2021,73.88,97,76,School B,4.66,4,84,78,84,97,A
100717,Female,Main Campus,CNET,regular,2017,2023,2022,67.97,69,82,School B,3.75,4,98,62,99,86,B
100718,Female,Main Campus,CS,discontinuous,2021,2025,2025,87.02,88,91,School C,2.66,2.28,67,87,67,59,C
100719,Female,North Campus,CS,discontinuous,2022,2026,2026,69.51,53,90,School A,4.07,4,90,61,90,89,A
100720,Female,West Campus,CS,regular,2015,2019,2018,69.65,58,76,School B,4.63,4,87,73,87,94,A
100721,Male,North Campus,CS,discontinuous,2015,2018,2020,70.65,71,92,School D,3.14,2.82,58,69,58,66,B
100722,Female,Main Campus,CNET,discontinuous,2019,2022,2022,70.14,50,79,School A,3.91,3.48,90,83,90,89,B
100723,Male,West Campus,IT,regular,2019,2022,2022,96.31,92,56,School B,1.85,2.09,45,43,45,39,D
100724,Male,North Campus,CNET,discontinuous,2015,2019,2019,64.85,87,74,School D,3.4,3.47,51,55,51,70,B
100725,Male,West Campus,CS,regular,2022,2025,2025,73.54,71,50,School A,4.07,4,98,54,99,83,A
100726,Male,North Campus,CNET,discontinuous,2015,2020,2021,79.6,91,94,School C,4.59,4,98,99,99,92,A
100727,Male,North Campus,CNET,graduate,2018,2021,2021,71.03,89,88,School C,3.27,3.57,55,66,55,73,B
100728,Male,North Campus,CNET,discontinuous,2018,2022,2024,82.93,77,99,School D,0.5,0.2,87,74,87,95,E
100729,Female,Main Campus,CS,regular,2017,2020,2020,94.32,70,50,School D,1.07,0.73,37,50,37,43,D
100730,Male,West Campus,CS,regular,2017,2022,2022,68.93,93,50,School A,1.67,1.33,44,35,44,40,D
100731,Male,West Campus,CNET,graduate,2015,2019,2018,98.8,62,90,School D,3.6,3.91,79,64,79,69,B
100732,Male,Main Campus,CNET,regular,2018,2024,2021,78.16,65,63,School C,3.47,3.64,72,85,72,73,B
100733,Female,North Campus,CS,graduate,2015,2020,2020,76.44,86,82,School C,2.26,2.28,42,80,42,56,C
100734,Female,Main Campus,IT,discontinuous,2018,2024,2021,87.53,69,76,School C,3.84,3.7,93,83,93,75,B
100735,Male,Main Campus,CNET,regular,2018,2022,2023,73.76,81,61,School C,4.5,4,35,35,35,39,
100736,Female,Main Campus,IT,discontinuous,2020,2026,2025,78.64,95,100,School C,4.15,4,93,74,93,76,A
100737,Male,North Campus,CNET,graduate,2019,2025,2024,67.26,96,62,School B,2.52,2.84,58,80,58,64,C
100738,Male,North Campus,IT,discontinuous,2022,2026,2025,63.33,78,57,School D,4.56,4,82,98,82,91,A
100739,Female,West Campus,IT,graduate,2019,2022,2024,89.18,53,50,School D,2.14,2.02,45,52,45,63,C
100740,Male,West Campus,IT,graduate,2017,2021,2023,61.12,56,91,School D,3.43,3.39,98,67,99,71,B
100741,Female,Main Campus,IT,graduate,2016,2019,2021,90.04,55,61,School D,2.63,2.43,35,57,35,47,C
100742,Female,West Campus,CNET,graduate,2016,2020,2019,60.54,58,68,School B,3.58,3.83,84,89,84,66,B
100743,Male,West Campus,CNET,regular,2016,2022,2022,89.53,96,65,School D,3.85,3.85,85,69,85,80,B
100744,Male,West Campus,CNET,regular,2016,2021,2020,61.19,51,70,School D,2.68,2.41,38,70,38,57,C
100745,Female,North Campus,IT,graduate,2015,2019,2019,65.6,88,85,School B,3.92,4,89,67,89,79,B
100746,Male,Main Campus,CNET,graduate,2018,2023,2022,83.67,84,85,School D,2.5,2.38,39,40,39,51,C
100747,Male,North Campus,IT,regular,2015,2021,2018,76.36,89,50,School C,4.71,4,81,99,81,100,A
100748,Male,North Campus,IT,graduate,2022,2028,2027,85.4,57,69,School A,1.22,,35,56,35,40,D
100749,Female,West Campus,IT,regular,2017,2023,2022,70.46,72,60,School D,2.31,2.43,35,35,35,52,C
100750,Female,North Campus,IT,graduate,2018,2022,2021,83.12,89,94,School C,2.7,2.32,53,55,53,56,C
100751,Male,West Campus,CNET,discontinuous,2018,2023,2022,65.88,74,96,School D,0.5,0.94,50,89,50,67,E
100752,Female,Main Campus,IT,discontinuous,2017,2023,2022,98.09,94,80,School D,2.08,2.21,64,67,64,64,C
100753,Female,Main Campus,CS,regular,2020,2025,,76.44,62,60,School B,3.26,3.09,87,57,87,66,B
100754,Female,North Campus,IT,graduate,2017,2021,2023,77.15,94,52,School C,3.99,3.63,64,48,64,76,B
100755,Female,North Campus,CS,graduate,2018,2024,2022,76.36,93,76,School C,1.91,2.2,71,35,71,44,D
100756,Female,West Campus,IT,discontinuous,2017,2022,2021,79.09,97,78,School B,3.11,3.23,86,54,86,70,B
100757,Male,West Campus,IT,discontinuous,2020,2025,2023,70.73,92,76,School C,3.48,3.51,53,64,53,68,B
100758,Male,North Campus,CNET,graduate,2016,2021,2019,88.45,71,52,School B,2.12,2.51,84,41,,62,C
100759,Male,North Campus,CNET,graduate,2016,2022,2021,90.45,50,89,School C,2.22,2.51,35,35,35,45,C
100760,Female,West Campus,IT,graduate,2021,2027,2026,95.68,84,88,School B,3.15,2.8,77,75,77,73,B
100761,Female,West Campus,CNET,discontinuous,2015,2020,2019,98.17,92,74,School C,4.14,3.95,62,82,62,,A
100762,Male,Main Campus,CNET,discontinuous,2018,2024,2021,88.25,79,55,School A,2.18,1.93,47,70,47,53,C
100763,Female,Main Campus,CS,discontinuous,2022,2025,2028,93.73,67,71,School D,2.71,2.95,70,35,70,49,C
100764,Male,West Campus,IT,graduate,2022,2028,2028,69.94,92,74,School D,2.42,1.95,90,72,90,62,C
100765,Male,North Campus,IT,regular,2020,2025,2023,89.29,83,100,School A,2.9,2.97,48,86,48,58,C
100766,Male,Main Campus,IT,discontinuous,2018,2022,2022,98.01,97,70,School A,1.84,2.1,48,48,48,43,D
100767,Female,North Campus,CS,regular,2022,2028,2028,83.95,89,98,School D,4.07,4,98,99,99,81,A
100768,Female,Main Campus,IT,graduate,2022,2027,2026,72.03,79,86,School A,3.52,3.36,59,96,,67,B
100769,Male,West Campus,CNET,regular,2021,2026,2024,94.85,55,73,School D,4.62,4,81,67,81,96,A
100770,Male,North Campus,CS,graduate,2019,2023,2024,73.06,74,96,School C,2.76,2.37,79,51,79,53,C
100771,Male,West Campus,IT,discontinuous,2020,2023,2026,64.06,74,99,School A,3.16,3.51,82,47,82,74,B
100772,Male,Main Campus,CNET,regular,2015,2021,2018,61.79,81,62,School C,3.75,3.38,95,51,95,81,B
100773,Female,West Campus,IT,discontinuous,2020,2025,2023,67.55,65,93,School D,4.61,4,98,87,99,99,A
100774,Female,Main Campus,CS,graduate,2018,2021,2023,67.19,84,70,School B,2.39,2.69,74,58,74,63,C
100775,Male,Main Campus,CNET,graduate,2019,2023,2022,88.21,95,100,School A,3.91,3.56,98,78,,84,B
100776,Male,Main Campus,IT,discontinuous,2021,2025,2024,86.2,76,76,School C,2.47,2.2,55,35,55,47,C
100777,Female,North Campus,CS,discontinuous,2019,2025,2025,84.07,50,76,School A,1.36,1.58,35,57,35,35,D
100778,Female,West Campus,IT,discontinuous,2018,2022,2024,72.79,60,96,School C,3.38,3.6,68,52,68,68,B
100779,Male,Main Campus,IT,regular,2021,2027,2027,71.01,94,61,School D,3.72,3.86,98,99,99,82,B
100780,Male,West Campus,CS,graduate,2018,2021,2023,94.91,98,88,School D,4.18,4,56,73,56,82,A
100781,Male,North Campus,IT,graduate,2020,2025,2026,64.73,91,88,School A,4.16,4,87,99,87,83,A
100782,Female,Main Campus,CS,discontinuous,2020,2025,2024,70.29,86,,School D,4.77,4,90,99,90,98,A
100783,Female,West Campus,CNET,regular,2022,2027,2026,63.89,89,80,School D,4.48,4,93,85,93,95,A
100784,Female,North Campus,IT,graduate,2021,2026,2024,99.62,87,82,School C,2.48,2.16,75,91,75,63,C
100785,Male,Main Campus,CNET,graduate,2021,2027,2026,73.43,87,78,School D,3.57,3.98,53,98,53,73,B
100786,Male,North Campus,CNET,graduate,2015,2019,2020,84.06,61,53,School B,2.81,2.89,47,51,47,60,C
100787,Female,North Campus,CS,regular,2015,2018,2019,64.47,60,92,School B,2.71,2.61,67,56,67,51,C
100788,Female,North Campus,CS,regular,2020,2024,2024,75.21,50,98,School D,2.37,2.33,35,50,35,47,C
100789,Male,West Campus,CNET,discontinuous,2017,2023,2022,72.9,82,53,School D,2.51,2.96,38,59,38,60,C
100790,Female,North Campus,IT,graduate,2022,2025,2025,75.99,93,53,School D,4.1,3.75,62,77,62,83,A
100791,Female,Main Campus,CS,discontinuous,2019,2022,2023,61.01,52,88,School A,1.27,1.36,68,55,68,41,D
100792,Male,North Campus,CS,regular,2020,2023,2025,66.54,74,63,School A,4.61,4,98,89,99,92,A
100793,Female,West Campus,CS,graduate,2016,2020,2019,98.82,57,69,School A,4.11,4,69,53,69,83,A
,Male,Main Campus,CS,graduate,2018,2022,2021,82.65,68,92,School B,4.05,3.57,94,99,94,87,A
100795,Male,West Campus,CS,discontinuous,2022,2028,2028,61.38,100,67,School B,4.54,4,75,99,75,99,A
100796,Male,West Campus,CNET,graduate,2019,2023,2023,94.32,58,73,School A,4.59,4,98,69,99,96,A
100797,Male,West Campus,IT,discontinuous,2019,2023,2024,87.61,71,74,School C,2.89,2.96,35,35,35,51,C
100798,Male,West Campus,CS,discontinuous,2015,2018,2019,62.78,89,93,School B,4,4,86,95,86,77,A
100799,Male,North Campus,CNET,regular,2018,2021,2023,97.27,95,85,School A,2.71,3.13,70,37,70,59,C
100800,Male,North Campus,CNET,regular,2018,2022,2024,81.47,91,60,School C,1.73,1.94,35,42,35,37,D
100801,Female,North Campus,CS,regular,2020,2026,2024,64.67,72,65,School D,2.63,2.28,82,51,82,63,C
100802,Male,West Campus,CS,regular,2020,2023,2023,80.1,63,88,School A,3.43,3.51,62,36,62,66,B
100803,Male,North Campus,CNET,graduate,2020,2023,2025,95.35,70,65,School A,2.41,2.52,87,39,87,60,C
100804,Female,North Campus,IT,discontinuous,2019,2024,2025,92.57,71,53,School D,2.43,2.35,35,55,35,50,C
100805,Female,North Campus,IT,regular,2017,2022,2023,60.5,63,60,School A,2.42,2.66,35,37,35,59,C
100806,Female,West Campus,CNET,regular,2017,2021,2020,68.13,57,99,School D,3.72,4,86,99,86,88,B
100807,Male,West Campus,IT,discontinuous,2017,2021,2023,94.66,65,92,School B,2.22,2.65,68,77,68,62,C
100808,Female,North Campus,IT,discontinuous,2020,2024,2025,89.52,99,52,School B,4.38,4,97,99,97,90,A
100809,Male,Main Campus,CS,regular,2022,2025,2027,96.22,75,82,School D,4.74,4,87,99,87,99,A
100810,Male,West Campus,IT,discontinuous,2018,2022,2023,97.07,71,64,School B,3.84,4,52,76,52,75,B
100811,Male,Main Campus,CS,discontinuous,2015,2019,2021,80.06,50,67,,3.77,4,98,60,99,85,B
100812,Male,North Campus,IT,,2016,2021,2021,90.77,82,93,School D,2.11,1.73,77,80,77,63,C
100813,Female,West Campus,IT,discontinuous,2018,2023,2021,92.53,98,88,School D,2.63,3.05,35,59,35,52,C
100814,Female,Main Campus,CNET,discontinuous,2017,2022,2020,64.99,60,52,School C,4.3,4,91,86,91,100,A
100815,Male,Main Campus,CNET,graduate,2018,2022,2022,66.38,73,99,School D,3.94,3.96,96,54,96,75,B
100816,Male,Main Campus,CS,graduate,2017,2020,2022,72.47,74,52,School C,3.76,3.85,65,98,65,79,B
100817,Male,North Campus,CS,discontinuous,2018,2024,,85.67,91,53,School C,2.76,2.66,35,45,35,49,C
100818,Female,West Campus,CNET,regular,2016,2019,2020,68.43,70,88,School A,1.96,1.51,35,60,35,37,D
100819,Male,West Campus,CS,graduate,2018,2023,2022,65.77,56,89,School D,2.86,2.7,59,64,59,45,C
100820,Male,West Campus,IT,graduate,2018,2024,2021,75.85,92,77,School A,3.92,4,60,91,60,87,B
100821,Female,North Campus,CS,graduate,2019,2022,2025,94.57,64,61,School A,4.02,3.52,85,99,85,80,A
100822,Female,Main Campus,CS,regular,2020,2026,2025,98.86,58,54,School A,2.54,2.37,39,92,39,64,C
100823,Male,Main Campus,IT,discontinuous,2019,2024,2025,79.1,96,71,School A,4.48,4,98,81,99,91,A
100824,Female,North Campus,CS,graduate,2021,2024,2024,74.86,71,65,School A,2.4,2.44,52,46,52,52,C
100825,Female,West Campus,IT,regular,2015,2019,2018,63.29,93,90,School D,3.73,4,73,82,73,85,B
100826,Male,West Campus,CNET,,2016,2020,2020,82.64,67,57,School D,4.1,3.95,95,98,95,82,A
100827,Female,North Campus,CS,discontinuous,2019,2022,2023,98.3,76,85,School D,4.42,4,98,84,99,100,A
100828,Male,North Campus,CNET,discontinuous,2015,2018,2019,66.07,100,97,School A,1.46,1.7,50,35,50,42,D
